Panfilo,Mazzotta margapoti,Modeling c/o citta fiera,ente pubblico,MAIPAA06A15J908X,Martignacco,Via Antonio Bardelli,37175787350
Leano,San martino,Miroglio fashion srl,ente pubblico,SAMLEO68C05O346M,Monfalcone,Via Pocar g f a,31680664728
Palmerio,Antelmi,Miriadi gioielli c/o citta fiera,ente pubblico,ANNPAR64M05K998N,Martignacco,Via Antonio Bardelli,79094377399
Olao,Piccinni,Miriade c/o palmanova outlet,ente pubblico,PICOLA91X29F347X,Aiello del friuli,Strada Provinciale,72820866726
Liviero,Mihaylova,Minimarket galliussi di anzolini annalma,ente pubblico,MIILII13G30P380H,Palazzolo dello stella,Via della Laguna,56740191399
Mariomaria,Cazzola,Metã  supermercati,ente pubblico,CAAMAA82R03K885Z,Trieste,Via Pasquale Revoltella,47680951097
Nito,Bersani,Metro italia cash and carry spa filiale di tavagnacco,ente pubblico,BESNIO27A03U805K,Tavagnacco,Via Alfieri,62705317293
Folgore,Beli,Metro italia cash and carry,ente pubblico,BELFOR23P10T334M,Pordenone,Interporto Centro Ingrosso DI Pordenone,97140288907
Dorino,Lodeserto,Mercatinos c/o citta fiera,ente pubblico,LOTDON79E11C774S,Martignacco,Via Antonio Bardelli,76270749999
Pulcherio,Dominici,Melluso c/o palmanova outlet,ente pubblico,DOOPUI27N12M478Z,Aiello del friuli,Strada Provinciale,05803642914
Orione,Chirco,Meggetto c/o pradamano shopping center,ente pubblico,CHIORR03G31I907Y,Pradamano,Via Nazionale Lovaria,33084335894
Oriade,Perrini,Mega intersport c/o citta fiera,ente pubblico,PERORR62N12K721U,Martignacco,Via Antonio Bardelli,20378246859
Illario,Povia,Mega intersport,ente pubblico,POVILO96R28L511Z,Martignacco,Via Raimondo D Aronco,97084800297
Olao,Positano,Md s p a,ente pubblico,POOOLL98X28T309Z,Muggia,Via Signolo,08160322742
Folgore,Supino,Md s p a,ente pubblico,SUIFOR12P25K542B,Trieste,Via Flavia,77404086004
Littorio,Pernice,Md s p a,ente pubblico,PEELIO50S33I683E,Gradisca disonzo,Viale Trieste,11400253272
Reonaldo,Chiappetta,Md,ente pubblico,CHPREO58L26W059E,Trieste,Via Flavia,48794080511
Fede,Battaglia,Md,ente pubblico,BAGFEE88W31Y475R,Muggia,Via Signolo,06045237822
Feluccio,La torre,Md,ente pubblico,LA FEC53G21B114E,Gradisca disonzo,Viale Trieste,82654499654
Geppino,Lasorsa,Mayoral c/o citta fiera,ente pubblico,LAOGEP52O36Z403U,Martignacco,Via Antonio Bardelli,10207820531
Mazzini,Rizzi,Maximarket srl,ente pubblico,RIIMAA33P06F622O,Codroipo,Via Latisana,15267315999
Prezioso,Meo,Maximarket srl,ente pubblico,MEOPRO37P37A301M,Basiliano,Via Corecian,08669536262
Benigno,De bonis,Maximarket srl,ente pubblico,DENBEI70X19M096X,Codroipo,Via Latisana,43603475876
Bisio,Petronelli,Maxidi srl,ente pubblico,PELBII42W33O979C,Tavagnacco,Via Cotonificio,64555214080
Primaldo,Papp,Maxidi srl,ente pubblico,PAPPRM44K21H424E,Codroipo,Via xix Ottobre,58248302030
Ricardo,Shehu,Maxidi srl,ente pubblico,SHURIR71L27A750J,Maniago,Via Cairoli Fratelli,46339046122
Bepi,Notarpietro,Maxidi srl,ente pubblico,NOEBEE59R05X179U,Remanzacco,Strada st del Friuli,83357414274
Armino,Risi,Maxi family,ente pubblico,RISARR00J13Z566V,Bertiolo,Via Trieste,80197717976
Glisente,Forzale,Maxi family,ente pubblico,FOOGLE39W36U154O,Gorizia,Via Trieste,67211507629
Liliano,Ascenzo,Maxi family,ente pubblico,ASOLIN18I23M880M,Coseano,Via del Commercio,89510274908
Giomaria,Abazi,Maxi family,ente pubblico,ABBGII64I33C819W,San giovanni al natisone,Via Novembre Villanova dello Judrio,09759477064
Paulo,Gigli,Maxi family,ente pubblico,GIIPAL91C01D844M,Cormons,Via Giacomo Matteootti,98935766287
Ruffillo,Buttari,Maxi family,ente pubblico,BUTRUF19Q28M516Q,Azzano decimo,Via Fratelli de Carli Tiezzo,75488192871
Rocchetto,Fiordigiglio,Maxi family,ente pubblico,FILROE44B24A082L,Pordenone,Via Agostino Gemelli,69062104524
Robleto,Galignano,Maxi,ente pubblico,GANROL14B34Q265F,Gemona del friuli,Via Nazionale,38250737361
Abele,Frasheri,Maxi,ente pubblico,FRRABE18J06W681N,Trieste,Piazza Carlo Goldoni,40308890449
Guidone,Turillo,Maxi,ente pubblico,TUIGUN85O28B334N,Trieste,Largo Tommaso Villa Opicina,30314320426
Radamez,Feldtkeller,Maxi,ente pubblico,FEDRAA14T13H258F,San dorligo della valle,Via Puglie di Domio Domio,35556339903
Polinice,Cavaiola,Maxi,ente pubblico,CAIPON21R03D055I,Pasiano di pordenone,Via Coletti,69590187548
Almerio,De maggio,Maxi,ente pubblico,DEOALO62V38G734L,,,27866143002
Eustasio,Benigno,Maxi,ente pubblico,BENEUS95O04J777S,Tarvisio,Via Vittorio Veneto,36587341238
Flario,Cherekes,Maxi,ente pubblico,CHRFLO23C25R451B,Cervignano del friuli,Via Antonio Gramsci,89343867788
Nemezio,Vetrano,Maxi family a e a,ente pubblico,VERNEE72S13N050A,Artegna,Via Villa,54462049621
Alghero,De natale,Maxi di srl,ente pubblico,DETALE37R29W844W,Sacile,Viale Repubblica,94588559519
Palmiero,Meli,Maxi di srl,ente pubblico,MEIPAE99C12R470E,Udine,Via Pozzuolo,95102639761
Clemens,Chen,Maxi di srl,ente pubblico,CHNCLN75F27O681D,Cervignano del friuli,Via Venezia,11673656745
Confucio,Nutricati briganti,Maxi di srl,ente pubblico,NUNCOF44I37E372G,Cormons,Via Isonzo,75629905165
Misaele,Robbe,Maxi di srl,ente pubblico,ROBMIA25G35Y304P,Pasian di prato,Via Campoformido,13436631874
Berto,Genovese,Maxi di srl,ente pubblico,GEEBET76H03D459N,Cervignano del friuli,Viale Venezia A,87290928945
Quintilio,Delija,Maxi di srl,ente pubblico,DELQUN62S12H495V,Porcia,Via Vallada,70943095524
Carluccio,Massi,Maxi di srl,ente pubblico,MASCAL22Y19G071B,San vito al tagliamento,Viale Zuccherificio,85797397464
Omer,Longobardi,Maxi di srl,ente pubblico,LOBOMR53O03B775W,Udine,Via Mantova,03434175178
Ottone,Assalve,Maxi di srl,ente pubblico,ASLOTT71U06P133Q,Latisana,Piazza Matteotti,21504229481
Nievo,Musca,Maxi di srl,ente pubblico,MUUNIV51Z20M747L,Fagagna,Via Spilimbergo,76909580197
Igor,Belgioioso,Maxi di srl,ente pubblico,BEOIGO04C14P065A,Trieste,Via del Destriero,45958394039
Fiorento,Tortorella,Maxi di srl,ente pubblico,TOAFIO16V27X612H,Gorizia,Via del Monte Santo,17394590705
Aussenzio,Carbotti,Maxi di srl,ente pubblico,CAOAUN65J33Q508R,Latisana,Via Crosere,49191048218
Licerio,Taurino,Maxi di srl,ente pubblico,TAULIO10L06Z362E,Sacile,Viale Repubblica,43031770541
Eccelso,Chirienti,Maxi di srl,ente pubblico,CHTECO02L03K019J,Aviano,Via Pordenone,51822713181
Cenzo,Capuano,Maxi di srl,ente pubblico,CAACEZ32Y34O609O,Gorizia,Via Gregorcic Anton,61951784961
Pubblio,Masi,Maxi di srl,ente pubblico,MAIPUL62O38O659I,San giovanni al natisone,Via Nazionale,29927290585
Pergentino,Marzio,Maxi di srl,ente pubblico,MAAPEE75O08H622U,Tarcento,Viale Giacomo Matteotti,03189233171
Monserrato,Colasanto,Maxi di srl,ente pubblico,COTMOS27H22C901M,Ronchi dei legionari,Via Garibaldi Giuseppe,18805738439
Novellino,De jesus,Maxi di srl,ente pubblico,DEUNOV25R09W610D,Staranzano,Via Brigata Fratelli Fontanot,61759692570
Adreano,Citta,Maxi di srl,ente pubblico,CIIADA22R37H574F,Trieste,Via de Bachino Villan,42650228233
Lavinio,Tharmalingam,Maxi di srl,ente pubblico,THALAI33Z35D234Z,Monfalcone,Viale San Marco,44348570625
Orlando,Malvarosa,Maurizio melon e csnc,ente pubblico,MAAORD30H14L336K,Trieste,Via Stuparich Carlo e Giani B,83294436153
Cecchino,Scipioni,Mattiussi idreno c/o citta fiera,ente pubblico,SCCCEC52E17Z373V,Martignacco,Via Antonio Bardelli,65395725173
Silfrido,Chiantera,Massimo rebecchi c/o palmanova outlet,ente pubblico,CHNSIO86C31D597L,Aiello del friuli,Strada Provinciale,24856553628
Aventino,Prudenzano,Marville c/o tiare shopping,ente pubblico,PRNAVV94R12P195R,Villesse,Localita Maranuz,18470420262
Guidone,De giuseppe,Martin ordenana fotografo c/o friuli,ente pubblico,DEGGUD66Y03E349R,Tavagnacco,Via Nazionale,76900139844
Rino,Lugnan,Market s andrea di nanut massimiliano & c sas,ente pubblico,LUARIO74W28F482D,Gorizia,Via del s Michele,09102527714
Romando,Jeyakumar,Market pesek di altin lorenzo,ente pubblico,JEYROO03W12W496N,Trieste,Localit Basovizza Basovizza,67472041785
Rizzerio,Amati,Market pesek di altin lorenzo,ente pubblico,AMTRIZ43C11O699J,Trieste,Via Gruden Igo Basovizza,53156185306
Ivonetto,Martina,Market il bottegone,ente pubblico,MAIIVO07M33E495C,Gradisca disonzo,Via Udine,68545182530
Osiris,Di cillo,Marionnaud c/o montedoro shopping center,ente pubblico,DI OSI79O10S212I,Muggia,Via Flavia di Stramare,42859612054
Florinto,Cantarini,Marina militare,ente pubblico,CAIFLO39V00B753X,Aiello del friuli,Sp,87077521672
Marsiglio,Lagrotta,Mansutti c/o citta fiera,ente pubblico,LAGMAA70H16D963E,Martignacco,Via Antonio Bardelli,24438252979
Ottilio,Mazzei,Mango c/o citta fiera,ente pubblico,MAEOTT27J13G208C,Martignacco,Via Antonio Bardelli,22324938666
Idiano,Armenta,Manai c/o citta fiera,ente pubblico,ARTIDN34K05O267W,Martignacco,Via Antonio Bardelli,26756328926
Oriando,Circhetta,Malloyboxeur des rues c/o palmanova outlet,ente pubblico,CIRORA41B36E881M,Aiello del friuli,Strada Provinciale,88079101840
Nunziato,Ngresi,Maisons du monde c/o terminal nord,ente pubblico,NGRNUA23H11K859X,Udine,Via Tricesimo,33086292341
Conino,Caravella,Maison et cadeaux c/o pradamano shopping center,ente pubblico,CARCON70P07K245W,Pradamano,Via Nazionale Lovaria,69752611019
Fantino,Perfido,Magazzini ottici c/o torri deuropa,ente pubblico,PERFAT36T26D984E,Trieste,Via Italo Svevo,45453260414
Omer,Tamborrino,Magazzini ottici c/o citta fiera,ente pubblico,TAMOME19Y28X590X,Martignacco,Via Antonio Bardelli,71002393165
Lotario,Gianfreda,Mvnemvien c/o i salici,ente pubblico,GIRLOT55S03H107Z,Sacile,Viale Europa Cornadella,53670653087
Alghisio,Lockley,Mb di modri maurizio e zaffenni barbara snc,ente pubblico,LOEALI69Y27W411D,Muggia,Via Flavia di Aquilinia,97520511286
Sestilio,Padovano,Lush c/o citta fiera,ente pubblico,PAASET94U20F179P,Martignacco,Via Antonio Bardelli,47959346225
Festo,Chirone,Luglio editore c/o montedoro shopping center,ente pubblico,CHOFEO38O36A831S,Muggia,Via Flavia di Stramare,18534138431
Fidelfranco,Placido,Lovable,ente pubblico,PLIFII77J16F808L,Martignacco,Via Antonio Bardelli,11730017626
Aduo,Marasigan,Loggia white store c/o tiare shopping,ente pubblico,MARADU09O04W436W,Villesse,Localita Maranuz,31537761673
Liuccio,Menghini,Live978 c/o tiare shopping,ente pubblico,MEILIC51I24R835K,Villesse,Localita Maranuz,24249206849
Rovigo,Palumbo capozza,Live978 c/o citta fiera,ente pubblico,PAZROO18Q35L184L,Martignacco,Via Antonio Bardelli,22837192613
Olvino,Enea,Livin de longhi store c/o palmanova outlet,ente pubblico,ENNOLI79L25X244F,Aiello del friuli,Strada Provinciale,69404827871
Sandrino,Coppone,Liu jo uomo c/o palmanova outlet,ente pubblico,COOSAN59J22V201A,Aiello del friuli,Strada Provinciale,21078917310
Nelso,Verri,Lindt c/o tiare shopping,ente pubblico,VERNEE34P21E551Q,Villesse,Localita Maranuz,77823074650
Cirillo,Bavone,Lindt c/o palmanova outlet,ente pubblico,BAOCIL59S28O567V,Aiello del friuli,Strada Provinciale,51187157175
Reldo,Albergo,Linda di chen aidong,ente pubblico,ALBREL81R33A985F,Tarvisio,Via Vittorio Veneto,13176899397
Claro,Capirola,Lidl italia srl,ente pubblico,CAACLA87S23L986U,Udine,Viale Tricesimo,48409946353
Liprando,Trevisi,Lidl,ente pubblico,TRILID75G04M353F,Cordenons,Via Goetta,99105380197
Mamerto,Buharaja,Lidl,ente pubblico,BUUMAT74B09Z926E,San vito al tagliamento,Viale Udine,22245442529
Sosio,Sumadsad,Lidl,ente pubblico,SUASOS24C15A780N,Cassacco,Viale Pontebbana,00126701451
Feltre,Stocchetti,Lidl,ente pubblico,STEFER36V16D444C,Gemona del friuli,Via Taboga,32323133935
Arames,Ponzo,Levis c/o citta fiera,ente pubblico,PONARM31Y19H312O,Martignacco,Via Antonio Bardelli,54336963690
Sansone,Damble,Leroy merlin italia srl,ente pubblico,D SAN57K35K622U,Martignacco,Via Antonio Bardelli,09443854702
Jano,Cariglia,Leroy merlin c/o citta fiera,ente pubblico,CAIJAO66P00Z346R,Martignacco,Via Antonio Bardelli,07298927088
Rosolo,Frugis,Legea c/o torri deuropa,ente pubblico,FRUROO38W25A242T,Trieste,Via Italo Svevo,92613090781
Orieldo,Bezzi,Leewrangler c/o palmanova outlet,ente pubblico,BEIORR31O34B736B,Aiello del friuli,Strada Provinciale,30681422044
Carluccio,Ammirabile,Le valli di carnia,ente pubblico,AMICAA57C03V593F,Amaro,Zona Industriale,49545774465
Agrippino,Nicolucci,Le torri deuropasocieta consortile a resplimitata,ente pubblico,NIIAGI86W35B416T,Trieste,Via Bartolomeo d Alviano,61399897343
Liliano,Primitivo,Le group c/o tiare shopping,ente pubblico,PRILIN60M27D233L,Villesse,Localita Maranuz,26512153674
Loro,De lorenzis,Ld,ente pubblico,DENLOR44X14S824G,Gradisca disonzo,Viale Trieste,10977607124
Lero,Davanzo,Lavasecco alfea c/o belforte gran shopping,ente pubblico,D ALEO36L19S522H,Monfalcone,Via g f Pocar,43158808877
Mennato,De bartolomeis,Lavapiu c/o pradamano shopping center,ente pubblico,DEMMEN88U09F318M,Pradamano,Via Nazionale Lovaria,46919954023
Castrenze,Balestrieri,Lava & cuce c/o terminal nord,ente pubblico,BAACAA39G10E383M,Udine,Via Tricesimo,44701403733
Reis,Libertini,Lava & cuce c/o montedoro shopping center,ente pubblico,LIBREI43R39G298J,Muggia,Via Flavia di Stramare,55536656060
Diotisalvi,Argentieri,Last minute tour c/o tiare shopping,ente pubblico,ARNDIS57G19W242Q,Villesse,Localita Maranuz,00319510302
Rodi,Ceino,Larredopiu c/o citta fiera,ente pubblico,CEIROO88Q29Y758M,Martignacco,Via Antonio Bardelli,28617881767
Reparato,Grendene,Lanificio angelico c/o palmanova outlet,ente pubblico,GRNREO25U28V838I,Aiello del friuli,Strada Provinciale,02122926022
Rezzieri,Gavazzi,Lagostina home&cook c/o palmanova outlet,ente pubblico,GAZREE19E30G379S,Aiello del friuli,Strada Provinciale,84498481878
Lisio,Invitto,La lavanda di kovaci laureta & c sas,ente pubblico,INOLII15B37C880N,Trieste,Via della Ginnastica b,84330006774
Rubis,De carlo,La freschezza sas,ente pubblico,DECRUI17J16T560W,Grado,Via Giosue Carducci,01036422314
Ario,Scarpello,La flash c/o arcobaleno,ente pubblico,SCOARO72N35H366F,Basiliano,Via Corecian,40850945457
Genesio,Sarinelli,La feltrinelli c/o arcobaleno,ente pubblico,SALGES16L37B985C,Basiliano,Via Corecian,53857215505
Arduo,Carrafa,Lerbolario c/o tiare shopping,ente pubblico,CAAARR67J19K710W,Villesse,Localita Maranuz,86207551496
Algemiro,Lipi,Lerbolario c/o pradamano shopping center,ente pubblico,LIIALO57J17Q238I,Pradamano,Via Nazionale Lovaria,37267999231
Giovannantonio,Chimienti,Lerbolario c/o citta fiera,ente pubblico,CHEGIN76Y34O771K,Martignacco,Via Antonio Bardelli,70165041100
Revel,Dieye,Komauli srl,ente pubblico,DIEREE04I25L607F,Gorizia,Via Bosco Don Giovanni,48530729963
Probus,Serrati,Kocca,ente pubblico,SEAPRO52J26H196Z,Aiello del friuli,Sp,67231522883
Rimes,Sellani,Koala shoes c/o belforte gran shopping,ente pubblico,SEIRII97Z19Z211Y,Monfalcone,Via g f Pocar,83937684957
Brunetto,De maggio,Kit market c/o citta fiera,ente pubblico,DEABRT69Q01A034P,Martignacco,Via Antonio Bardelli,08360673351
Pilerio,Damico,Kisene c/o torri deuropa,ente pubblico,DAAPII07J30Y118B,Trieste,Via Italo Svevo,96807169096
Crocefisso,De pace,Kiko c/o torri deuropa,ente pubblico,DEACRI17V22A735B,Trieste,Via Italo Svevo,40232349813
Quisilio,Macalindol cadacio,Kiko c/o tiare shopping,ente pubblico,MALQUU33T00Z332U,Villesse,Localita Maranuz,24316499220
Drago,Nardomarino,Kiko c/o pradamano shopping center,ente pubblico,NAADRR45T23Y445N,Pradamano,Via Nazionale Lovaria,02667326881
Assuntino,Cattivera,Kiko c/o palmanova outlet,ente pubblico,CARASS24M13J511E,Aiello del friuli,Strada Provinciale,99033013184
Colombo,Riccio,Kiko c/o montedoro shopping center,ente pubblico,RICCOM00W00M119D,Muggia,Via Flavia di Stramare,53898493921
Nolberto,Tempesta,Kiko c/o i salici,ente pubblico,TESNOL21J35P016Z,Sacile,Viale Europa Cornadella,46766573085
Emilietto,Tripaldi,Kiko c/o gran fiume shopping,ente pubblico,TRAEMO51I28A167B,Fiume veneto,Via Maestri del Lavoro,76070768684
Algeri,Bellisario,Kiko c/o citta fiera,ente pubblico,BEOALI29L14J690B,Martignacco,Via Antonio Bardelli,50707730283
Fedro,Gnutti,Kiko c/o belforte gran shopping,ente pubblico,GNTFER12Z15V351I,Monfalcone,Via g f Pocar,78586947192
Fiorello,Di castro,Kidult c/o citta fiera,ente pubblico,DIRFIO20M32O547R,Martignacco,Via Antonio Bardelli,39536403291
Bandino,Nakulananth,Kids revolution outlet c/o citta fiera,ente pubblico,NAHBAN07F03A174M,Martignacco,Via Antonio Bardelli,37676668804
Girlando,Majolo,Kids brands house by scoop c/o i salici,ente pubblico,MAOGIR24G13O663D,Sacile,Viale Europa Cornadella,66675931374
Ivreo,Campanile,Kiabi c/o citta fiera,ente pubblico,CAEIVO64S37A520V,Martignacco,Via Antonio Bardelli,19248124251
Fenizio,Capilongo,Kennet street c/o citta fiera,ente pubblico,CAGFEZ68P17Q887B,Martignacco,Via Antonio Bardelli,81052174825
Amoroso,Azzollino,Kasanova c/o torri deuropa,ente pubblico,AZZAMO60H24V335Y,Trieste,Via Italo Svevo,06050780136
Orsino,Carrafa,Kasanova c/o tiare shopping,ente pubblico,CARORN85P16J826I,Villesse,Localita Maranuz,99196680382
Elmiro,Muscella,Kasanova c/o i salici,ente pubblico,MUAELL24D06S159U,Sacile,Viale Europa Cornadella,40893928673
Dionisi,Micu,Kasanova c/o citta fiera,ente pubblico,MIUDII52T35G526H,Martignacco,Via Antonio Bardelli,88128177896
Carolino,Diagne,Kappa outlet,ente pubblico,DIICAL47Q15A884U,Aiello del friuli,Sp,37282771099
Fanino,Onorato,Jysk c/o pradamano shopping center,ente pubblico,ONRFAN97K20C076Y,Pradamano,Via Nazionale Lovaria,35774840168
Orvinio,Galati,Just fashion c/o citta fiera,ente pubblico,GAIORO16O22X515C,Martignacco,Via Antonio Bardelli,36365142707
Nemorino,Tettamante,Jules italia,ente pubblico,TEENEE03N22H468F,Trieste,Piazza della Borsa,05506052795
Novelio,Guidato,Jolidon c/o citta fiera,ente pubblico,GUANOL67L16G951V,Martignacco,Via Antonio Bardelli,71386587536
Rodi,Hysi,John barritt c/o palmanova outlet,ente pubblico,HYIROO28R27Z942F,Aiello del friuli,Strada Provinciale,92319866572
Radio,Zippo,Jean louis david c/o torri deuropa,ente pubblico,ZIIRAO70Z21I638Z,Trieste,Via Italo Svevo,61875203943
Emanuele,Irno consalvo,Jean claude c/o friuli,ente pubblico,IRNEMN29Q01G814J,Tavagnacco,Via Nazionale,18561377093
Prando,Giumentaro,Jd c/o tiare shopping,ente pubblico,GIEPRD47P30T420L,Villesse,Localita Maranuz,81478240430
Panfilo,Guliersi,Jaked c/o palmanova outlet,ente pubblico,GUSPAF06K37M377V,Aiello del friuli,Strada Provinciale,53704662071
Arduilio,Martello,Jack & jones c/o tiare shopping,ente pubblico,MARARI05M38Y520D,Villesse,Localita Maranuz,85813220609
Dimo,Sandu,Jack & jones c/o gran fiume shopping,ente pubblico,SADDIO47M36G139Y,Fiume veneto,Via Maestri del Lavoro,44193897264
Remondino,Sole,Ixos c/o palmanova outlet,ente pubblico,SOEREM83Z00I376C,Aiello del friuli,Strada Provinciale,00360582235
Dardo,Magurano,Italian factory c/o palmanova outlet,ente pubblico,MAODAD02X23K245I,Aiello del friuli,Strada Provinciale,22760448024
Leonardino,Geronimo,Iperspak supermercato,ente pubblico,GENLEA26K21E294J,Maniago,Via Arba,94624997908
Radamesse,Lucente,Ipercoop,ente pubblico,LUTRAS00Q26D122K,Gradisca disonzo,Via Venuti A,32150426450
Cenzo,Magrini,Ipercoop,ente pubblico,MAICEZ23T36G420Z,Trieste,Via Italo Svevo,08948215483
Gratiliano,Aliev,Ipercoop,ente pubblico,ALVGRI63P11M522K,Trieste,Via Italo Svevo,83847384649
Pepino,Sciarra,Ipercoop,ente pubblico,SCAPEI24A30G802P,Villesse,Localit Maranuz,00581954414
Gioachino,Marciante,Ipercoop,ente pubblico,MAIGIA94H14M524N,Muggia,Via Flavia di Stramare,89333637548
Pelio,Granata,Ipercoop,ente pubblico,GRAPEI83A07K939O,Muggia,Via Flavia di Stramare,92818200466
Benino,Pinna,Iper visotto,ente pubblico,PIIBEE78I18E692J,Buja,Via Arrio,91447477961
Orsio,Solimene,Iper visotto,ente pubblico,SOOORI93X24Y595M,Pordenone,Via Dogana Vallenoncello,74742015917
Elvino,Rogondino,Iper visotto,ente pubblico,ROOELN50F11N035M,Cordenons,Via del Benessere,81453248515
Aldegondo,Galiano,Iper visotto,ente pubblico,GAAALN56A06G185E,Chions,Viale della Stazione,27059684354
Guerra,Mandal,Iper montebello spa,ente pubblico,MADGUE98T28Y284U,Martignacco,Via Cotonificio,11761046858
Lauriano,Pompigna,Iper conad,ente pubblico,PONLAU72P05V747V,Martignacco,Via Antonio Bardelli,51258358177
Euripide,De fazio,Intesa srl,ente pubblico,DEEEUP74R21W483X,Udine,Via Cividale,44560656452
Geminiano,Bevilacqua,Intesa srl,ente pubblico,BEUGEN69G11N412B,Tavagnacco,Via della Chiesa,89434482084
Amoroso,Gernone,Intesa srl,ente pubblico,GEOAMO57Y33T250D,Pasian di prato,Via Spilimbergo,30084214663
Solimano,Grecuccio,Intesa srl,ente pubblico,GROSOO74H23H583W,Santa maria la longa,Via Gabriele d Annunzio,13507869483
Gradisco,Pedrini,Intersport outlet c/o citta fiera,ente pubblico,PEEGRD94D18R646S,Martignacco,Via Antonio Bardelli,85446141473
Lorando,Savoiardi,Interspar pradamano,ente pubblico,SAOLOA61V01E799Z,Pradamano,Via Pierpaolo Pasolini Int,53961301742
Elvano,Stephen,Interspar pordenone benedetto marcello,ente pubblico,STTELL78Z04E301Q,Pordenone,Via Benedetto Marcello,36738174201
Novenio,Cardillo,Interspar martignacco,ente pubblico,CALNOV57H31N633K,Martignacco,Ss Spilimbergo,49686953283
Ricciotto,Coccia,Interspar cassacco,ente pubblico,COARIT28W23L868X,Cassacco,Viale Pontebbana,40545281390
Amperio,Capilungo,Interspar bagnaria arsa,ente pubblico,CAIAMI82N07S021A,Bagnaria arsa,Via E Mattei Loc Merlana,40667749897
Magdalo,Andrenucci,Ingross service di monaco sergio,ente pubblico,ANNMAG83D03O865P,Fagagna,Via Tosi Enore,89737136136
Oves,Scotto di quacquaro,Ins mercato spa,ente pubblico,SCQOVE16B28V086O,Udine,Viale Palmanova,51998184360
Goriziano,Scagliarini,Ins mercato spa,ente pubblico,SCIGOZ80P16V853C,Trieste,Via Diaz Armando,74089630784
Fiorenzio,Mazzara,Ins mercato spa,ente pubblico,MAZFIO52D06L389X,Trieste,Via Catullo,87721231990
Neddo,Geronimo,Ins mercato spa,ente pubblico,GERNED88H01Q232S,Lignano sabbiadoro,Viale Europa,77976697991
Ottobrino,Merico,Ins mercato spa,ente pubblico,MECOTO46I24D793Z,Pordenone,Via Udine,66394367888
Ariosto,De luca andrioli,Ins mercato spa,ente pubblico,DEIARO68X19Y050C,Tolmezzo,Via Torre Picotta,00001102276
Cirillo,Jadouri,Ins mercato spa,ente pubblico,JAACII44S26B823O,Monfalcone,Via San Polo,27083817881
Mariuccio,Campanelli,Ins,ente pubblico,CAAMAC19R29K619N,Udine,Via Marangoni,27756736519
Riger,Schiavone,Ins,ente pubblico,SCVRIR68M35E318Q,Pordenone,Via Udine,82723899724
Iacono,Massi,Ins,ente pubblico,MAIIAA93B11A533D,Casarsa della delizia,Via Carminati,13817237600
Germanico,Marcucci,Ins,ente pubblico,MAUGEC55M33V228X,,,68652874011
Gilio,Suppa,Ins,ente pubblico,SUPGII78P38Q368R,San giorgio di nogaro,Via del Macello,93812760403
Delio,Lubello,Ins,ente pubblico,LUEDEO93E26J539D,Trieste,Via del Ponzianino,99093836720
Cruciano,Cavazzoni,Ins,ente pubblico,CAICRO36F18B857G,Trieste,Via Revoltella,37764452287
Gianmatteo,Finamore,Ins,ente pubblico,FIOGIT83K39H895V,Trieste,Via Orsera,62299576967
Ferriero,Zezza,Ins,ente pubblico,ZEZFEO96E19L561W,San lorenzo isontino,Via Nazionale,40919480691
Dantino,Belvedere,Ins,ente pubblico,BERDAT08A18V832U,Azzano decimo,Viale Rimembranze,75868769543
Cincinnato,Konyeva,Ins,ente pubblico,KOYCIN59N09D279W,Trieste,Via Pietro Zorutti,95883805378
Elisio,Liuzzi,Ins,ente pubblico,LIIELO30L35Y113U,Pordenone,Viale Michelangelo Grigoletti,25001665513
Argimiro,Durso,Ins,ente pubblico,D OARO46Y03W584D,Monrupino,Localita Rupingrande Repen,88231525172
Neviano,Delia,Ins,ente pubblico,D LNEA82H31F652Y,Gorizia,Corso Italia,80892580835
Ferio,Uva,In s mercato spa,ente pubblico,UVVFER66D14F335E,Udine,Via Marangoni Antonio,66621764535
Aduilio,Sansonetti,In s mercato spa,ente pubblico,SAIADI60Z32R886X,Monrupino,Localita Repen,02740489180
Gilfredo,Ferrandino,In s mercato spa,ente pubblico,FEDGIL05R10N710G,Azzano decimo,Viale Rimembranze,59161427801
Raguele,Sangiorgi,In s mercato spa,ente pubblico,SARRAG10X37S303M,Trieste,Via Zorutti Pietro,12002180415
Leopoldino,Petrera,Imperial distribuzioni srl,ente pubblico,PEALED31T01Y102X,Arta terme,Via Nazionale,92721001193
Asmerino,Salvatori,Imperial,ente pubblico,SAVASS86Y24A956X,Martignacco,Via Antonio Bardelli,58584298983
Oliveto,Servodio,Imperial,ente pubblico,SEOOLO15J30T888V,Fiume veneto,Via Maestri del Lavoro,21005257938
Renner,Davanzo,Impares c/o tiare shopping,ente pubblico,D REE42F25C855U,Villesse,Localita Maranuz,07923905089
Bonfante,Raimondo,Impares c/o montedoro shopping center,ente pubblico,RAOBON55T23H213X,Muggia,Via Fravia di Stramare E,38318614399
Piergiorgio,Brecciarolla,Immobiliare riccardo srl,ente pubblico,BRCPII81R02X998M,Fontanafredda,Via Gian Giacomo Lirutti,78062184758
Lottario,Agnoli,Illiria shop c/o citta fiera,ente pubblico,AGNLOA70U31R137N,Martignacco,Via Antonio Bardelli,58234017781
Corino,Galuppo,Il barbiere c/o citta fiera,ente pubblico,GAPCOO51V38E866I,Martignacco,Via Antonio Bardelli,48802266048
